external_user_id,q1_approval_trump,q3_congress,q4_state_gov,q5_local_gov,q6_repub_congress,q7_dems_congress,q8_follow_news,q34_political_views,q9_change_political_view,q25_time_spent_news,q27_news_trust_exist,q15_description_before_sophistic,q16_next_inline_potus,q17_branches_us_gov,q19_num_senators_state,q21_johnroberts_position,q22_num_seats_by_party,q23_num_women_justices,q24_sanctuary_cities,q30_education_enrolled,q31_emp_status,q32_self_emp_both,q33_marital_status,q35_religion,q36_today_politcal_aff,q26_trust_media,demo_ethnicity,demo_marital_status,demo_age,demo_income,demo_employment_status,demo_government_job,demo_teacher,demo_religious_preference,demo_residence_own_rent,demo_registered_voter,demo_political_affiliation,demo_race_2015_new,demo_education_new,demo_gender,demo_division,q28_trusted_source,demo_age_group,demo_job_position,demo_job_area,demo_state_color
4182939895_78419_01,2.0,2.0,2.0,2.0,3.0,3.0,3.0,Conservative,1.0,3.0,1.0,1.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,2.0,,Christian,Lean Democrat,A fair amount,No,Living with a Partner,60.0,"$25,000 to $34,999",Employed Full Time,Refused,,Other,Rent,Yes,Democrat,Black,Technical or vocational school,Male,East North Division,usa_today,55_to_64,Service/Labor,Manufacturing or Construction,Red
087023_S02_02,2.0,5.0,5.0,2.0,5.0,2.0,3.0,Moderate,2.0,3.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,3.0,,2.0,Christian,Democrat,A fair amount,No,Married,67.0,,Retired,No,,Christianity,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Female,East North Division,na,above_65,Professional,Education/Training/Library,Red
4019319340_78914_01,2.0,3.0,3.0,2.0,5.0,2.0,1.0,Very liberal,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,,4.0,Christian,Democrat,A fair amount,No,Divorced,51.0,"$50,000 to $74,999","Employed part-time, but not a full-time student",No,No,Christianity,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Female,South Atlantic Division,bbc,45_to_54,Professional,Other,Blue
4224792407_78419_01,1.0,2.0,2.0,2.0,,,4.0,Very conservative,2.0,2.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,2.0,2.0,Other Religion,Democrat,Not very much,No,Married,48.0,"$75,000 to $99,999",Employed Full Time,Refused,,Judaism,Own,Yes,Democrat,White,Four year bachelor’s degree,Female,South Atlantic Division,na,45_to_54,Professional,Healthcare,Blue
4209511656_78419_01,2.0,5.0,2.0,2.0,5.0,2.0,1.0,Very liberal,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,No Religion/Atheist/Agnostic,Democrat,A fair amount,No,Married,72.0,"$200,000 or more",Homemaker,,,Nonreligious/Secular,Own,Yes,Democrat,White,Four year bachelor’s degree,Female,Pacific Division,msnbc,above_65,na,na,Blue
4182995846_78419_01,1.0,4.0,2.0,2.0,4.0,4.0,1.0,Very conservative,2.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Republican,None at all,No,Married,61.0,"$50,000 to $74,999",Employed Full Time,Refused,,Christianity,Own,Yes,Lean Republican,White,High school grad,Male,South Atlantic Division,fox,55_to_64,Service/Labor,Manufacturing or Construction,Red
4198732593_78419_01,1.0,5.0,4.0,2.0,5.0,5.0,1.0,Conservative,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,Christian,Other,A fair amount,No,Married,51.0,"$200,000 or more",,,,,,Yes,Don't Know,White,Four year bachelor’s degree,Male,Middle Atlantic Division,na,45_to_54,na,na,Red
4209519017_78419_01,2.0,4.0,4.0,3.0,4.0,3.0,2.0,Moderate,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Lean Democrat,A great deal,No,Married,29.0,"$150,000 to $199,999",Employed Full Time,Refused,,Christianity,Own,Yes,Lean Democrat,White,Four year bachelor’s degree,Male,West South Division,npr,25_to_34,Professional,Science/Engineering/Architecture,Red
4222258781_78419_01,2.0,3.0,2.0,2.0,2.0,3.0,3.0,Moderate,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,,1.0,Christian,Lean Republican,A fair amount,No,Never Married,21.0,"$35,000 to $49,999",A full-time student,,,Christianity,Rent,Yes,Lean Republican,White,Some college,Female,West North Division,grand_forks_herald,18_to_24,na,na,Blue
062761_S02_02,2.0,5.0,5.0,5.0,5.0,5.0,2.0,Conservative,2.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,,2.0,Christian,Republican,A fair amount,No,Married,63.0,"$35,000 to $49,999",Not employed,,,Christianity,Own,Yes,Republican,White,Some college,Male,West North Division,na,55_to_64,na,na,Red
4182977139_78419_01,2.0,5.0,2.0,3.0,5.0,2.0,2.0,Very liberal,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,,2.0,Don't know,Democrat,A fair amount,No,Married,63.0,"$25,000 to $34,999",Not employed,,,Christianity,Own,Yes,Democrat,White,Some college,Female,South Atlantic Division,cnn,55_to_64,na,na,Purple
018237_S01_HH,2.0,3.0,2.0,2.0,5.0,4.0,1.0,Conservative,1.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,,5.0,Christian,Republican,Not very much,No,Widowed,65.0,"$25,000 to $34,999",Retired,No,,Christianity,Rent,Yes,Independent,Black,Four year bachelor’s degree,Female,East South Division,na,above_65,Service/Labor,na,Red
4224795394_78419_01,2.0,3.0,3.0,2.0,3.0,3.0,3.0,Moderate,1.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Lean Democrat,A fair amount,No,Widowed,48.0,"$75,000 to $99,999",Employed Full Time,Yes,,Christianity,Rent,Yes,Democrat,White,Four year bachelor’s degree,Female,West North Division,bbc,45_to_54,Professional,Community/Social Services,Red
4222257157_78419_01,2.0,5.0,5.0,5.0,5.0,4.0,1.0,Liberal,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,Other Religion,Democrat,A great deal,No,Living with a Partner,33.0,"$150,000 to $199,999",Employed Full Time,Refused,,Hinduism,Rent,Yes,Democrat,Asian,Some postgraduate or professional school or degree,Female,East North Division,npr,25_to_34,Managerial,Manufacturing or Construction,Red
4135952097_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4083287886_5107_01,2.0,4.0,3.0,2.0,5.0,4.0,2.0,Liberal,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,Other Religion,Democrat,A fair amount,No,Single,44.0,"$50,000 to $74,999",Employed Full Time,Refused,No,Judaism,Rent,Yes,Democrat,White,Four year bachelor’s degree,Female,Middle Atlantic Division,new_york_times,35_to_44,Professional,Arts/Design/Entertainment/Sports/Media,Blue
4182977818_78419_01,2.0,5.0,3.0,3.0,5.0,1.0,2.0,Liberal,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Lean Democrat,A fair amount,No,Married,53.0,"$50,000 to $74,999",Not employed,,,Christianity,Own,Yes,Lean Democrat,White,Some college,Male,South Atlantic Division,abc,45_to_54,na,na,Red
4193030442_78419_01,2.0,4.0,2.0,2.0,5.0,3.0,2.0,Liberal,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,No Religion/Atheist/Agnostic,Democrat,A fair amount,No,Married,66.0,"$35,000 to $49,999",Employed Full Time,,,Agnostic,Own,Yes,Democrat,White,High school grad,Female,New England Division,pbs,above_65,na,na,Blue
4182989481_78419_01,2.0,4.0,3.0,2.0,4.0,4.0,2.0,Moderate,2.0,4.0,0.0,1.0,1.0,1.0,0.0,,,0.0,1.0,0.0,3.0,,5.0,Christian,Independent,Not very much,No,Widowed,67.0,"Under $15,000",Retired,,,Christianity,Own,Yes,Independent,White,High school grad,Female,New England Division,na,above_65,na,na,Blue
4182934711_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4030312577_78914_01,1.0,5.0,2.0,3.0,5.0,5.0,2.0,Very conservative,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,Don't know,Republican,None at all,No,Married,34.0,"$75,000 to $99,999",Not employed,,,Christianity,Own,Yes,Republican,White,Some college,Male,Mountain Division,na,25_to_34,na,na,Red
4193038078_78419_01,1.0,5.0,3.0,2.0,4.0,5.0,2.0,Very conservative,2.0,5.0,0.0,1.0,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Republican,None at all,No,Married,68.0,"$100,000 to $149,999",Retired,,,Christianity,Own,Yes,Republican,White,High school grad,Male,East South Division,na,above_65,na,na,Red
4224829446_78419_01,2.0,4.0,5.0,2.0,4.0,4.0,1.0,Moderate,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Lean Democrat,A great deal,No,,60.0,,,,,,,,,White,Some postgraduate or professional school or degree,Female,East North Division,washington_post,55_to_64,na,na,Blue
4133447213_78419_01,2.0,4.0,2.0,2.0,5.0,2.0,1.0,Moderate,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,,No Religion/Atheist/Agnostic,Democrat,A great deal,No,Living with a Partner,80.0,"$75,000 to $99,999",Retired,,,,,Yes,Democrat,White,Some college,Male,Pacific Division,tacoma_news_tribune,above_65,na,na,Blue
075848_S02_02,1.0,4.0,4.0,3.0,3.0,5.0,1.0,Conservative,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Republican,Not very much,No,Married,77.0,,Retired,,,Christianity,Own,,,White,Four year bachelor’s degree,Male,Pacific Division,fox,above_65,na,na,Blue
84031624_23694_01,1.0,4.0,2.0,3.0,2.0,4.0,2.0,Very conservative,1.0,4.0,1.0,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,0.0,3.0,,5.0,Christian,Republican,Not very much,No,Widowed,83.0,"$35,000 to $49,999",Retired,,,Christianity,Own,Yes,Republican,White,Four year bachelor’s degree,Female,Mountain Division,fox,above_65,na,na,Blue
4142238485_78419_01,1.0,4.0,3.0,5.0,3.0,4.0,2.0,Moderate,1.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,No Religion/Atheist/Agnostic,Lean Republican,Not very much,No,Married,55.0,"$25,000 to $34,999","Employed part-time, but not a full-time student",Refused,No,Nonreligious/Secular,Rent,Yes,Lean Republican,White,Some college,Male,East North Division,na,55_to_64,Service/Labor,Other,Blue
4209525937_78419_01,1.0,3.0,3.0,4.0,2.0,5.0,2.0,Conservative,2.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,Other Religion,Lean Republican,Not very much,No,Married,30.0,"$50,000 to $74,999","Employed part-time, but not a full-time student",Refused,,Judaism,Own,Yes,Lean Republican,White,Some college,Female,Middle Atlantic Division,na,25_to_34,Secretarial/Clerical,Other,Blue
4222252406_78419_01,2.0,3.0,3.0,3.0,5.0,2.0,2.0,Liberal,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,No Religion/Atheist/Agnostic,Democrat,A great deal,No,Married,29.0,"$35,000 to $49,999",Employed Full Time,No,No,Nonreligious/Secular,Rent,Yes,Democrat,Black,Some college,Female,South Atlantic Division,msnbc,25_to_34,Secretarial/Clerical,Education/Training/Library,Red
4142229823_78419_01,2.0,5.0,5.0,4.0,5.0,3.0,1.0,Very liberal,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,4.0,No Religion/Atheist/Agnostic,Lean Democrat,A great deal,No,Divorced,66.0,"$50,000 to $74,999",Retired,,,Agnostic,Own,Yes,Lean Democrat,White,Some college,Male,West South Division,msnbc,above_65,na,na,Red
4182917047_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4176621912_78419_01,1.0,5.0,4.0,5.0,4.0,5.0,1.0,Conservative,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Other Religion,Republican,Not very much,Yes,Married,58.0,"$75,000 to $99,999",Homemaker,,,Nonreligious/Secular,,Yes,Republican,Hispanic,Technical or vocational school,Female,East North Division,fox,55_to_64,na,na,Red
4191205383_78914_01,2.0,4.0,4.0,4.0,5.0,4.0,1.0,Liberal,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,,No Religion/Atheist/Agnostic,Independent,Not very much,No,,34.0,"$35,000 to $49,999",,,,,,Yes,Lean Democrat,White,Some college,Male,South Atlantic Division,bbc,25_to_34,na,na,Red
4148909398_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4098572102_78419_01,1.0,5.0,4.0,3.0,4.0,5.0,2.0,Moderate,3.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,Christian,Lean Republican,Not very much,No,Divorced,47.0,"$35,000 to $49,999",A full-time student,No,,Christianity,Rent,Yes,Republican,White,Some college,Male,Mountain Division,na,45_to_54,Military,Law or Public Policy,Red
4222265061_78419_01,1.0,4.0,2.0,1.0,4.0,4.0,,Moderate,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,No Religion/Atheist/Agnostic,Lean Republican,Not very much,No,Married,71.0,"$100,000 to $149,999",Retired,,,Agnostic,Own,Yes,Lean Republican,White,High school grad,Male,East North Division,na,above_65,na,na,Red
1834439135_78419_01,2.0,4.0,3.0,2.0,4.0,4.0,3.0,Moderate,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Lean Republican,Not very much,No,Married,42.0,"$150,000 to $199,999",Employed Full Time,,No,Christianity,Own,Yes,Lean Republican,White,Some postgraduate or professional school or degree,Female,West North Division,na,35_to_44,na,na,Red
4224787541_78419_01,1.0,5.0,5.0,5.0,4.0,4.0,2.0,Moderate,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Independent,None at all,No,Married,47.0,,Homemaker,,,Christianity,Own,Yes,Republican,,Some postgraduate or professional school or degree,Female,West North Division,na,45_to_54,na,na,Blue
4142198529_78419_01,2.0,4.0,3.0,3.0,5.0,3.0,1.0,Liberal,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,Christian,Democrat,A fair amount,No,Single,25.0,"$50,000 to $74,999",Employed Full Time,,Yes,Christianity,Own,Yes,Democrat,White,Four year bachelor’s degree,Female,Middle Atlantic Division,npr,25_to_34,na,na,Red
4182969791_78419_01,1.0,3.0,2.0,3.0,3.0,4.0,1.0,Very conservative,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,,2.0,Christian,Republican,None at all,No,Married,64.0,"$75,000 to $99,999",Retired,,,Christianity,,Yes,Republican,White,High school grad,Female,Middle Atlantic Division,fox,55_to_64,na,na,Blue
171520_3992_01,2.0,5.0,5.0,2.0,5.0,4.0,2.0,Liberal,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,No Religion/Atheist/Agnostic,Democrat,A fair amount,No,Married,73.0,"$100,000 to $149,999",Retired,Yes,,Nonreligious/Secular,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Male,East North Division,npr,above_65,Professional,Education/Training/Library,Red
4205998480_78419_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,above_65,na,na,unknown
4224789714_78419_01,2.0,4.0,4.0,2.0,5.0,2.0,1.0,Liberal,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Democrat,A great deal,No,Married,80.0,"$150,000 to $199,999",Retired,,,Christianity,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Male,East North Division,npr,above_65,na,na,Red
4142230638_78419_01,1.0,5.0,5.0,2.0,5.0,4.0,1.0,Very liberal,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,No Religion/Atheist/Agnostic,Independent,Not very much,No,Married,57.0,"$50,000 to $74,999",Employed Full Time,No,No,Don't Know,Own,Yes,Independent,White,Some college,Male,Pacific Division,bbc,55_to_64,Service/Labor,Other,Blue
146044_3992_01,1.0,4.0,5.0,5.0,4.0,4.0,1.0,Moderate,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Independent,Not very much,No,Married,53.0,"$100,000 to $149,999",Employed Full Time,No,No,Christianity,Own,Yes,Lean Republican,White,Four year bachelor’s degree,Male,Mountain Division,na,45_to_54,Managerial,Manufacturing or Construction,Purple
4210185870_78419_01,2.0,5.0,5.0,2.0,5.0,4.0,1.0,Liberal,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Lean Democrat,Not very much,No,Married,32.0,"$200,000 or more",Employed Full Time,Don't Know,,Agnostic,Own,Yes,Don't Know,White,Four year bachelor’s degree,Male,South Atlantic Division,twitter,25_to_34,Professional,Science/Engineering/Architecture,Red
4224814504_78419_01,2.0,4.0,3.0,3.0,5.0,4.0,1.0,Moderate,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,Christian,Lean Democrat,A fair amount,No,,52.0,,,,,,,,,White,Four year bachelor’s degree,Female,South Atlantic Division,npr,45_to_54,na,na,Red
4135954647_78419_01,2.0,3.0,3.0,3.0,4.0,4.0,3.0,Liberal,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,No Religion/Atheist/Agnostic,Democrat,A fair amount,No,Married,45.0,"$75,000 to $99,999",Employed Full Time,,No,,,Yes,Democrat,White,High school grad,Male,Mountain Division,na,45_to_54,na,na,Red
4198724342_78419_01,2.0,5.0,4.0,3.0,5.0,4.0,2.0,Moderate,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,Other Religion,Democrat,Not very much,No,Married,54.0,"$200,000 or more",Employed Full Time,Refused,No,Judaism,,Yes,Democrat,White,Some postgraduate or professional school or degree,Male,South Atlantic Division,npr,45_to_54,Professional,Education/Training/Library,Red
4224801092_78419_01,2.0,5.0,4.0,2.0,5.0,2.0,2.0,Liberal,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,Other Religion,Democrat,A fair amount,No,,65.0,,,,,,,,,White,Some postgraduate or professional school or degree,Female,Mountain Division,npr,above_65,na,na,Red
4182997359_78419_01,1.0,4.0,,2.0,4.0,5.0,4.0,Conservative,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,,2.0,Christian,Republican,Not very much,No,Married,64.0,"$35,000 to $49,999",Homemaker,,,Christianity,Own,Yes,Republican,White,Technical or vocational school,Female,South Atlantic Division,fox,55_to_64,na,na,Red
4142221533_78419_01,1.0,3.0,3.0,3.0,3.0,4.0,2.0,Conservative,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,Christian,Republican,None at all,No,Married,61.0,"$50,000 to $74,999",Employed Full Time,No,No,Christianity,Own,Yes,Republican,White,Some college,Female,South Atlantic Division,fox,55_to_64,Professional,Community/Social Services,Red
1588722339_78419_01,2.0,4.0,2.0,4.0,4.0,4.0,2.0,Moderate,3.0,4.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Other,Not very much,No,Married,27.0,"$75,000 to $99,999",Homemaker,Refused,,Christianity,Own,Yes,Don't Know,White,Some college,Female,Mountain Division,na,25_to_34,Sales/Retail,Finance/Insurance/Real Estate,Purple
4083287835_78914_01,2.0,3.0,2.0,2.0,3.0,2.0,2.0,Moderate,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,,3.0,Christian,Republican,A great deal,No,Married,67.0,"$15,000 to $24,999","Employed part-time, but not a full-time student",,No,Christianity,Own,Yes,Republican,Black,Four year bachelor’s degree,Male,Middle Atlantic Division,rachel_maddow,above_65,na,na,Blue
4198739925_78419_01,1.0,4.0,3.0,3.0,4.0,5.0,2.0,Conservative,3.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Other,Not very much,No,Married,40.0,"$50,000 to $74,999",Employed Full Time,Don't Know,,Christianity,Own,Yes,Don't Know,White,Some postgraduate or professional school or degree,Male,Middle Atlantic Division,na,35_to_44,Other,Other,Blue
4224798465_78419_01,1.0,2.0,2.0,2.0,3.0,3.0,2.0,Conservative,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,3.0,2.0,Christian,Republican,None at all,No,Married,45.0,"$100,000 to $149,999","Employed part-time, but not a full-time student",Refused,,Christianity,Own,Yes,Lean Republican,White,Some postgraduate or professional school or degree,Male,West North Division,washington_watch,45_to_54,Professional,Computer/Information Systems/Mathematical,Red
4210177477_78419_01,2.0,4.0,3.0,3.0,4.0,3.0,2.0,Very liberal,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,,2.0,Christian,Other,Not very much,No,Married,46.0,"$75,000 to $99,999",A full-time student,,,Christianity,Own,Yes,Democrat,White,Four year bachelor’s degree,Female,East North Division,harpers,45_to_54,na,na,Red
089567_S02_01,1.0,4.0,,4.0,4.0,4.0,1.0,Moderate,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Independent,Not very much,No,Married,67.0,"$100,000 to $149,999",Retired,,,Christianity,Own,Yes,Independent,White,Some college,Male,Middle Atlantic Division,na,above_65,na,na,Blue
4182965795_78419_01,1.0,4.0,3.0,4.0,4.0,5.0,2.0,Very conservative,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,Christian,Republican,Not very much,No,Married,64.0,"$50,000 to $74,999",Employed Full Time,,,Christianity,,Yes,Republican,White,Less than high school,Female,West South Division,fox,55_to_64,na,na,Red
4142228291_78419_01,1.0,3.0,3.0,3.0,3.0,3.0,2.0,Moderate,2.0,4.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Lean Republican,Not very much,No,Married,57.0,"$35,000 to $49,999",Employed Full Time,,No,,,Yes,Lean Republican,White,Some college,Female,West North Division,na,55_to_64,na,na,Red
4083339066_5107_01,2.0,3.0,2.0,2.0,4.0,3.0,1.0,Liberal,2.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,,2.0,Christian,Democrat,A fair amount,No,Married,71.0,"$100,000 to $149,999",Retired,,,Christianity,Own,Yes,Democrat,Black,Some college,Female,East South Division,msnbc,above_65,na,na,Red
4069204475_78914_01,1.0,5.0,5.0,1.0,5.0,5.0,1.0,Moderate,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,,2.0,Christian,Independent,None at all,No,Married,66.0,"$75,000 to $99,999",Homemaker,,,,,Yes,Independent,White,High school grad,Female,South Atlantic Division,oan,above_65,na,na,Red
4209521493_78419_01,1.0,4.0,2.0,2.0,3.0,5.0,2.0,Conservative,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,Christian,Republican,Not very much,No,Divorced,59.0,"$50,000 to $74,999",Employed Full Time,Refused,,Christianity,Own,Yes,Don't Know,White,Technical or vocational school,Male,South Atlantic Division,npr,55_to_64,Service/Labor,Manufacturing or Construction,Red
077726_S02_01,1.0,4.0,5.0,3.0,4.0,5.0,1.0,Moderate,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Don't know,Lean Republican,Not very much,No,Married,50.0,"$200,000 or more",Employed Full Time,No,No,Christianity,Own,Yes,Republican,Asian,Some postgraduate or professional school or degree,Male,South Atlantic Division,na,45_to_54,Managerial,Manufacturing or Construction,Red
4210169417_78419_01,2.0,4.0,1.0,2.0,5.0,2.0,1.0,Moderate,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,4.0,No Religion/Atheist/Agnostic,Independent,A great deal,No,Divorced,69.0,"$75,000 to $99,999","Employed part-time, but not a full-time student",No,No,Atheist,Own,Yes,Democrat,White,Some postgraduate or professional school or degree,Female,Pacific Division,msnbc,above_65,Professional,Education/Training/Library,Blue
4210175158_78419_01,1.0,2.0,1.0,1.0,4.0,5.0,1.0,Moderate,2.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Christian,Independent,Not very much,No,Never Married,50.0,"$35,000 to $49,999",Employed Full Time,Refused,,Christianity,Rent,Yes,Independent,White,Four year bachelor’s degree,Male,New England Division,na,45_to_54,Other,Arts/Design/Entertainment/Sports/Media,Blue
4000231882_78914_01,1.0,3.0,2.0,2.0,2.0,5.0,2.0,Moderate,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,Christian,Republican,Not very much,No,Divorced,54.0,"$75,000 to $99,999",Employed Full Time,Yes,No,Christianity,,Yes,Republican,White,Some postgraduate or professional school or degree,Male,South Atlantic Division,bbc,45_to_54,Professional,na,Blue
4182943277_78419_01,1.0,1.0,1.0,1.0,1.0,4.0,2.0,Conservative,1.0,5.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,2.0,Christian,Republican,Not very much,No,Married,41.0,"$100,000 to $149,999",Homemaker,,,Buddhism,Own,Yes,Republican,White,High school grad,Female,West South Division,na,35_to_44,na,na,Red
4182993035_78419_01,2.0,3.0,3.0,3.0,4.0,3.0,2.0,Moderate,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,Christian,Democrat,Not very much,No,Married,68.0,,Employed Full Time,Refused,,Christianity,Own,,,White,,Female,Middle Atlantic Division,msnbc,above_65,Other,Finance/Insurance/Real Estate,Red
